id,year,make,model,car_name,weight,weight_distribution,drive_type,pi_class,default_pi,horsepower,torque,displacement,gear_count,front_tire_width,rear_tire_width,rarity,value,boost,stats
porsche-5-xbox-360-911-gt3-rsr-2005,2005,Porsche,#5 XBOX 360 911 GT3-RSR,2005 Porsche #5 XBOX 360 911 GT3-RSR,2480,,RWD,R3,715,438,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-55-applied-materials-911-gt3-cup-2005,2005,Porsche,#55 Applied Materials 911 GT3 Cup,2005 Porsche #55 Applied Materials 911 GT3 Cup,2535,,RWD,S,647,385,288,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-66-axa-racing-911-gt3-cup-996-2005,2005,Porsche,#66 AXA Racing 911 GT3 Cup (996),2005 Porsche #66 AXA Racing 911 GT3 Cup (996),2535,,RWD,R3,702,385,287,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-23-alex-job-racing-911-gt3-rsr-2004,2004,Porsche,#23 Alex Job Racing 911 GT3-RSR,2004 Porsche #23 Alex Job Racing 911 GT3-RSR,,,RWD,R3,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-911-gt3-2004,2004,Porsche,911 GT3,2004 Porsche 911 GT3,3159,38,RWD,A,778,381,284,3600,,2354018,2953018,Rare,65000,,"{""speed"":7.1,""handling"":6.9,""acceleration"":6.4,""launch"":5.7,""braking"":5.3,""offroad"":4.8}"
porsche-22-3r-racing-911-gt3-cup-2003,2003,Porsche,#22 3R-Racing 911 GT3 Cup,2003 Porsche #22 3R-Racing 911 GT3 Cup,,,RWD,R4,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-boxster-s-2003,2003,Porsche,Boxster S,2003 Porsche Boxster S,2930,,RWD,C,392,258,229,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-carrera-gt-2003,2003,Porsche,Carrera GT,2003 Porsche Carrera GT,3528,42,RWD,S1,845,605,435,5733,,,335,Epic,1000000,,"{""speed"":7.6,""handling"":7.1,""acceleration"":6.6,""launch"":7.2,""braking"":7.5,""offroad"":4.5}"
porsche-57-larbre-mcdonalds-996-gt3-cup-2002,2002,Porsche,#57 Larbre McDonalds 996 GT3 Cup,2002 Porsche #57 Larbre McDonalds 996 GT3 Cup,,,RWD,R4,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-23-imsa-911-gt3-rs-2000,2000,Porsche,#23 IMSA 911 GT3-RS,2000 Porsche #23 IMSA 911 GT3-RS,,,RWD,GTS,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-26-porsche-ag-911-gt1-98-1998,1998,Porsche,#26 Porsche AG 911 GT1-98,1998 Porsche #26 Porsche AG 911 GT1-98,2094,49,RWD,,,550,464,,,,,,,,"{""speed"":6.6,""handling"":7.5,""acceleration"":8.9,""launch"":"""",""braking"":7.4,""offroad"":""""}"
porsche-5-zakspeed-racing-911-gt1-98-1998,1998,Porsche,#5 Zakspeed Racing 911 GT1-98,1998 Porsche #5 Zakspeed Racing 911 GT1-98,2094,,RWD,R2,850,550,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
porsche-911-gt1-strassenversion-1998,1998,Porsche,911 GT1 Strassenversion,1998 Porsche 911 GT1 Strassenversion,2646,48,RWD,S1,840,536,442,3163,,,335,Legendary,2500000,,"{""speed"":7.2,""handling"":7.9,""acceleration"":6,""launch"":6.3,""braking"":8.7,""offroad"":3.9}"
porsche-911-carrera-2-by-gunther-werks-1995,1995,Porsche,911 Carrera 2 by Gunther Werks,1995 Porsche 911 Carrera 2 by Gunther Werks,2677,42,RWD,S1,804,431,315,3996,,,315,Epic,575000,,"{""speed"":6.6,""handling"":6.9,""acceleration"":4.7,""launch"":4,""braking"":6.2,""offroad"":4.9}"
porsche-911-gt2-1995,1995,Porsche,911 GT2,1995 Porsche 911 GT2,2855,38,RWD,A,753,424,398,3600,,,285,Epic,550000,,"{""speed"":6.5,""handling"":6.3,""acceleration"":6.7,""launch"":5.7,""braking"":5.3,""offroad"":4.5}"
porsche-911-turbo-s-leichtbau-1993,1993,Porsche,911 Turbo S Leichtbau,1993 Porsche 911 Turbo S Leichtbau,2844,39,RWD,A,632,381,347,,,,265,,,,"{""speed"":6.9,""handling"":5.2,""acceleration"":8.1,""launch"":"""",""braking"":5,""offroad"":""""}"
porsche-928-gts-1993,1993,Porsche,928 GTS,1993 Porsche 928 GTS,3594,50,RWD,B,698,345,369,5397,,,255,Epic,250000,,"{""speed"":7,""handling"":5.9,""acceleration"":6.6,""launch"":7.9,""braking"":6,""offroad"":""""}"
porsche-968-turbo-s-1993,1993,Porsche,968 Turbo S,1993 Porsche 968 Turbo S,2866,51,RWD,A,701,305,369,2990,,,265,Rare,140000,,"{""speed"":6.2,""handling"":5.2,""acceleration"":5.3,""launch"":4,""braking"":4.1,""offroad"":4.8}"
porsche-911-reimagined-by-singer-dls-1990,1990,Porsche,911 Reimagined by Singer - DLS,1990 Porsche 911 Reimagined by Singer - DLS,2315,38,RWD,S1,830,493,317,3942,,,295,Epic,1800000,,"{""speed"":7.5,""handling"":6.7,""acceleration"":7.7,""launch"":8.5,""braking"":6.3,""offroad"":4.1}"
porsche-65-rothsport-racing-911-desert-flyer-1989,1989,Porsche,#65 Rothsport Racing 911 'Desert Flyer',1989 Porsche #65 Rothsport Racing 911 'Desert Flyer',2840,42,RWD,B,694,325,287,3600,,,235,Epic,500000,,"{""speed"":4.8,""handling"":5,""acceleration"":5.7,""launch"":4.8,""braking"":4.1,""offroad"":8.6}"
porsche-944-turbo-1989,1989,Porsche,944 Turbo,1989 Porsche 944 Turbo,3115,51,RWD,B,651,247,258,2479,,,245,Rare,35000,,"{""speed"":5.8,""handling"":5.3,""acceleration"":4.9,""launch"":2.6,""braking"":4.1,""offroad"":5.3}"
porsche-17-porsche-dunlop-962c-1988,1988,Porsche,#17 Porsche Dunlop 962c,1988 Porsche #17 Porsche Dunlop 962c,1962,40,RWD,P,982,720,590,,,,350,,,,"{""speed"":8.9,""handling"":8.3,""acceleration"":9.7,""launch"":"""",""braking"":8.1,""offroad"":""""}"
porsche-959-1987,1987,Porsche,959,1987 Porsche 959,3190,43,AWD,A,764,450,369,2849,,,255,Legendary,2000000,,"{""speed"":4.8,""handling"":5,""acceleration"":5.7,""launch"":4.8,""braking"":4.1,""offroad"":8.5}"
porsche-17-porsche-ag-962c-1987,1987,Porsche,#17 Porsche AG 962c,1987 Porsche #17 Porsche AG 962c,1962,40,RWD,P,982,720,590,,,,350,,,,"{""speed"":8.9,""handling"":8.3,""acceleration"":9.7,""launch"":"""",""braking"":8.1,""offroad"":""""}"
porsche-185-959-prodrive-rally-raid-1985,1985,Porsche,#185 959 Prodrive Rally Raid,1985 Porsche #185 959 Prodrive Rally Raid,3322,44,AWD,A,742,394,320,2849,,,205,Legendary,1500000,,"{""speed"":6.1,""handling"":5.4,""acceleration"":7.5,""launch"":6.1,""braking"":4.3,""offroad"":7.6}"
porsche-911-turbo-3-3-1982,1982,Porsche,911 Turbo 3.3,1982 Porsche 911 Turbo 3.3,2866,40,RWD,B,666,296,304,3299,,,225,Epic,150000,,"{""speed"":5.6,""handling"":5.2,""acceleration"":4.8,""launch"":2,""braking"":4.1,""offroad"":5.2}"
porsche-924-carrera-gts-1980,1980,Porsche,924 Carrera GTS,1980 Porsche 924 Carrera GTS,2469,50,RWD,C,433,245,247,,,,225,,,,"{""speed"":6.1,""handling"":4.5,""acceleration"":7.1,""launch"":"""",""braking"":4.2,""offroad"":""""}"
porsche-78-momo-935-78-1978,1978,Porsche,#78 MOMO 935/78,1978 Porsche #78 MOMO 935/78,2260,40,RWD,R,893,845,578,,,,360,,,,"{""speed"":8.4,""handling"":7,""acceleration"":9.4,""launch"":"""",""braking"":6.7,""offroad"":""""}"
porsche-6-penske-sunoco-917-30-can-am-spyder-1973,1973,Porsche,#6 Penske Sunoco 917/30 Can-Am Spyder,1973 Porsche #6 Penske Sunoco 917/30 Can-Am Spyder,2573,37,RWD,P,920,1085,,,,,445,,,,"{""speed"":8.2,""handling"":7.3,""acceleration"":9.7,""launch"":"""",""braking"":7.2,""offroad"":""""}"
porsche-911-carrera-rs-1973,1973,Porsche,911 Carrera RS,1973 Porsche 911 Carrera RS,2150,41,RWD,B,601,207,188,2687,,,215,Legendary,350000,,"{""speed"":5.2,""handling"":4.9,""acceleration"":5.1,""launch"":3.7,""braking"":3.1,""offroad"":5}"
porsche-23-917-20-1971,1971,Porsche,#23 917/20,1971 Porsche #23 917/20,2004,36,RWD,S1,849,601,415,4907,,,380,Legendary,15000000,,"{""speed"":8.3,""handling"":6.3,""acceleration"":7.3,""launch"":7.5,""braking"":4.7,""offroad"":3.7}"
porsche-3-917-lh-1970,1970,Porsche,#3 917 LH,1970 Porsche #3 917 LH,2004,36,RWD,S1,856,601,415,4955,,2554015,3803515,Legendary,15000000,,"{""speed"":8.2,""handling"":5.9,""acceleration"":7.2,""launch"":7.1,""braking"":4.9,""offroad"":4}"
porsche-914-6-1970,1970,Porsche,914/6,1970 Porsche 914/6,2196,46,RWD,D,427,125,131,1991,,1856515,1856515,Rare,24000,,"{""speed"":4.4,""handling"":4.2,""acceleration"":3.4,""launch"":2.8,""braking"":2.5,""offroad"":5.2}"
porsche-906-carrera-6-1966,1966,Porsche,906 Carrera 6,1966 Porsche 906 Carrera 6,1360,45,RWD,A,732,210,144,1991,,2007015,2406015,Legendary,2000000,,"{""speed"":6.1,""handling"":4.5,""acceleration"":5.4,""launch"":4.3,""braking"":3.9,""offroad"":5.3}"
porsche-356-c-cabriolet-emory-special-1964,1964,Porsche,356 C Cabriolet Emory Special,1964 Porsche 356 C Cabriolet Emory Special,2150,41,RWD,B,651,220,181,2250,,,205,Epic,400000,,"{""speed"":5.3,""handling"":4.4,""acceleration"":5.4,""launch"":5,""braking"":3.6,""offroad"":4.6}"
porsche-904-carrera-gts-1964,1964,Porsche,904 Carrera GTS,1964 Porsche 904 Carrera GTS,1488,42,RWD,B,527,190,160,,,,205,,,,"{""speed"":6,""handling"":4.9,""acceleration"":7.8,""launch"":"""",""braking"":4.6,""offroad"":""""}"
porsche-804-1962,1962,Porsche,804,1962 Porsche 804,996,46,RWD,A,667,188,113,,,,165,,,,"{""speed"":6.4,""handling"":5.4,""acceleration"":8.6,""launch"":"""",""braking"":5,""offroad"":""""}"
porsche-356-rsr-from-emory-motorsport-1960,1960,Porsche,356 RSR from Emory Motorsport,1960 Porsche 356 RSR from Emory Motorsport,1950,43,RWD,S1,845,393,354,2400,,,255,Epic,250000,,"{""speed"":7.1,""handling"":7.7,""acceleration"":7.4,""launch"":9,""braking"":8.1,""offroad"":""""}"
porsche-718-rs-60-1960,1960,Porsche,718 RS 60,1960 Porsche 718 RS 60,1280,45,RWD,A,716,160,120,1587,,,215,Legendary,1000000,,"{""speed"":6.3,""handling"":6.5,""acceleration"":6.7,""launch"":7.8,""braking"":5.5,""offroad"":""""}"
porsche-718-rs-60-welcome-pack-1960,1960,Porsche,"718 RS 60 ""Welcome Pack""","1960 Porsche 718 RS 60 ""Welcome Pack""",1280,45,RWD,A,800,160,120,1587,,,285,Legendary,1000000,,"{""speed"":6.6,""handling"":7.4,""acceleration"":7.2,""launch"":8.8,""braking"":6.5,""offroad"":""""}"
porsche-356-a-1600-super-1959,1959,Porsche,356 A 1600 Super,1959 Porsche 356 A 1600 Super,1931,44,RWD,D,241,75,86,1582,,,165,Epic,240000,,"{""speed"":3.8,""handling"":3.7,""acceleration"":1.8,""launch"":2.1,""braking"":1.8,""offroad"":5.3}"
porsche-356a-speedster-1957,1957,Porsche,356A Speedster,1957 Porsche 356A Speedster,1676,44,RWD,D,185,60,81,1582,,,165,Epic,300000,,"{""speed"":4.7,""handling"":4.1,""acceleration"":4.1,""launch"":6.8,""braking"":3.8,""offroad"":""""}"
porsche-550a-spyder-1955,1955,Porsche,550A Spyder,1955 Porsche 550A Spyder,1510,48,RWD,C,513,109,95,1498,,1756516,1956516,Legendary,600000,,"{""speed"":5.1,""handling"":4.1,""acceleration"":4.3,""launch"":3.2,""braking"":2.6,""offroad"":5.1}"
porsche-46-356-sl-gmund-coupe-1951,1951,Porsche,#46 356 SL Gmund Coupe,1951 Porsche #46 356 SL Gmund Coupe,1411,46,RWD,D,242,46,60,1086,,1658016,1658016,Legendary,1000000,,"{""speed"":3.5,""handling"":3.6,""acceleration"":1.9,""launch"":2.8,""braking"":2.2,""offroad"":5.4}"
proto-motors-spirra-2006,2006,Proto Motors,Spirra,2006 Proto Motors Spirra,,,RWD,B,658,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
quadra-turbo-r-v-tech-2058,2058,Quadra,Turbo-R V-Tech,2058 Quadra Turbo-R V-Tech,2756,45,AWD,S1,890,607,560,4376,,,,Legendary,1000000,,"{""speed"":7.8,""handling"":8.4,""acceleration"":8.5,""launch"":10,""braking"":8.6,""offroad"":""""}"
quartz-regalia-723,723,Quartz,Regalia,723 Quartz Regalia,5622,60,AWD,B,675,433,511,7200,,,300,Epic,500000,,"{""speed"":6.2,""handling"":5.9,""acceleration"":7,""launch"":9,""braking"":5.6,""offroad"":""""}"
quartz-regalia-type-d-723,723,Quartz,Regalia Type-D,723 Quartz Regalia Type-D,6063,60,AWD,C,597,433,511,7200,,,,Legendary,500000,,"{""speed"":5,""handling"":6.5,""acceleration"":6.7,""launch"":9.8,""braking"":6.5,""offroad"":""""}"
radical-rxc-turbo-2015,2015,Radical,RXC Turbo,2015 Radical RXC Turbo,2072,41,RWD,S2,928,454,500,3498,,255.4017,2953018,Epic,330000,,"{""speed"":7,""handling"":9.6,""acceleration"":7.1,""launch"":5.8,""braking"":9,""offroad"":4}"
radical-sr8-rx-2011,2011,Radical,SR8 RX,2011 Radical SR8 RX,1433,38,RWD,R,890,460,260,,,,265,,,,"{""speed"":6.5,""handling"":7.3,""acceleration"":9.3,""launch"":"""",""braking"":7.2,""offroad"":""""}"
raesr-tachyon-speed-2019,2019,RAESR,Tachyon Speed,2019 RAESR Tachyon Speed,3200,46,AWD,S2,983,1251,3650,0,,2853519,3353020,Epic,1050000,,"{""speed"":8.5,""handling"":9.1,""acceleration"":5.3,""launch"":5.7,""braking"":8.9,""offroad"":4.6}"
ram-2500-power-wagon-2017,2017,Ram,2500 Power Wagon,2017 Ram 2500 Power Wagon,7044,59,AWD,D,467,410,429,6424,,,285,Common,47000,,"{""speed"":5.2,""handling"":3.3,""acceleration"":2.8,""launch"":1.8,""braking"":2.8,""offroad"":8.9}"
ram-rebel-trx-concept-2017,2017,Ram,Rebel TRX Concept,2017 Ram Rebel TRX Concept,5319,56,RWD,A,716,575,550,6166,,,365,Epic,100000,,"{""speed"":6,""handling"":6.2,""acceleration"":7.7,""launch"":9.2,""braking"":6.9,""offroad"":""""}"
ram-ram-runner-2013,2013,Ram,Ram Runner,2013 Ram Ram Runner,5949,58,AWD,E,288,390,407,5654,,,315,,,,"{""speed"":5.4,""handling"":3.7,""acceleration"":5.9,""launch"":5.8,""braking"":3.8,""offroad"":""""}"
ram-ram-runner-forza-edition-2013,2013,Ram,Ram Runner Forza Edition,2013 Ram Ram Runner Forza Edition,5149,58,AWD,C,400,546,490,,,,,,,,"{""speed"":6.1,""handling"":3.8,""acceleration"":7,""launch"":"""",""braking"":4.1,""offroad"":""""}"
ram-ram-runner-horizon-edition-2013,2013,Ram,Ram Runner Horizon Edition,2013 Ram Ram Runner Horizon Edition,5949,58,AWD,A,720,390,407,5654,,,,,,,"{""speed"":5.7,""handling"":7.2,""acceleration"":6.3,""launch"":5.8,""braking"":5.8,""offroad"":""""}"
reliant-supervan-iii-1972,1972,Reliant,Supervan III,1972 Reliant Supervan III,1004,44,RWD,D,100,32,38,700,,,140,Common,35000,,"{""speed"":2.6,""handling"":3.4,""acceleration"":2.2,""launch"":4.5,""braking"":2,""offroad"":5.6}"
renault-megane-r-s-2018,2018,Renault,Megane R.S.,2018 Renault Megane R.S.,3153,61,FWD,B,670,275,287,1798,,2453519,2453519,Rare,37000,,"{""speed"":5.7,""handling"":6,""acceleration"":4.5,""launch"":4.6,""braking"":4.4,""offroad"":5}"
renault-r-s-17-2017,2017,Renault,R.S.17,2017 Renault R.S.17,1605,46,RWD,X,999,1110,606,,,,405,,,,"{""speed"":8.1,""handling"":10,""acceleration"":10,""launch"":"""",""braking"":10,""offroad"":""""}"
renault-clio-r-s-16-concept-2016,2016,Renault,Clio R.S. 16 Concept,2016 Renault Clio R.S. 16 Concept,2657,65,FWD,B,686,270,265,1998,,2353519,2353519,Rare,250000,,"{""speed"":5.6,""handling"":5.9,""acceleration"":4.8,""launch"":3.8,""braking"":4.5,""offroad"":4.7}"
renault-spark-srt-01e-2014,2014,Renault,Spark SRT_01E,2014 Renault Spark SRT_01E,1874,41,RWD,A,692,268,111,0,,,,,,,"{""speed"":5.2,""handling"":6.9,""acceleration"":8.8,""launch"":9.1,""braking"":7.8,""offroad"":""""}"
renault-clio-r-s-200-edc-2013,2013,Renault,Clio R.S. 200 EDC,2013 Renault Clio R.S. 200 EDC,2685,65,FWD,C,595,197,177,1618,,2054018,2054018,Common,29000,,"{""speed"":5.1,""handling"":5.1,""acceleration"":4.4,""launch"":4.5,""braking"":3.6,""offroad"":4.9}"
renault-clio-r-s-2010,2010,Renault,Clio R.S.,2010 Renault Clio R.S.,2654,63,FWD,C,592,198,159,1998,,2154517,2154517,Common,250000,,"{""speed"":5,""handling"":5.1,""acceleration"":4.3,""launch"":3.8,""braking"":3.6,""offroad"":5}"
renault-clio-r-s-forza-edition-2010,2010,Renault,Clio R.S. Forza Edition,2010 Renault Clio R.S. Forza Edition,2654,63,FWD,A,701,198,159,1998,,,215,FE,25000,Clean Skills,"{""speed"":5.9,""handling"":7.7,""acceleration"":6.2,""launch"":7.7,""braking"":7.7,""offroad"":""""}"
renault-megane-r-s-250-2010,2010,Renault,Megane R.S. 250,2010 Renault Megane R.S. 250,3058,65,FWD,B,657,250,251,1998,,2354018,2354018,Common,250000,,"{""speed"":5.6,""handling"":5.8,""acceleration"":4.8,""launch"":2.9,""braking"":4.8,""offroad"":5.1}"
renault-twingo-renault-sport-cup-2009,2009,Renault,Twingo Renault Sport Cup,2009 Renault Twingo Renault Sport Cup,2313,,FWD,D,284,131,118,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
renault-m-gane-r26-r-2008,2008,Renault,Mégane R26.R,2008 Renault Mégane R26.R,2712,66,FWD,B,678,227,228,1998,,2254018,2254018,Rare,28000,,"{""speed"":5.4,""handling"":6,""acceleration"":4.8,""launch"":4,""braking"":5.2,""offroad"":4.7}"
renault-clio-rs-197-2007,2007,Renault,Clio RS 197,2007 Renault Clio RS 197,2778,63,FWD,C,592,197,158,1998,,,215,Common,250000,,"{""speed"":5.9,""handling"":6.1,""acceleration"":5.6,""launch"":6.9,""braking"":6.3,""offroad"":""""}"
renault-sport-clio-v6-2003,2003,Renault,Sport Clio V6,2003 Renault Sport Clio V6,3086,40,RWD,B,627,251,221,2946,,,245,Rare,250000,,"{""speed"":6.3,""handling"":5.9,""acceleration"":5.9,""launch"":7.3,""braking"":5.6,""offroad"":""""}"
renault-clio-williams-1993,1993,Renault,Clio Williams,1993 Renault Clio Williams,2233,64,FWD,C,511,142,129,1998,,1855515,1855515,Common,30000,,"{""speed"":4.7,""handling"":4.8,""acceleration"":4,""launch"":3.1,""braking"":2.9,""offroad"":4.8}"
renault-alpine-gta-le-mans-1990,1990,Renault,Alpine GTA Le Mans,1990 Renault Alpine GTA Le Mans,2624,39,RWD,D,383,197,214,2458,,,255,,,,"{""speed"":5.7,""handling"":4.6,""acceleration"":6.4,""launch"":8.1,""braking"":4.3,""offroad"":""""}"
renault-5-turbo-1980,1980,Renault,5 Turbo,1980 Renault 5 Turbo,2138,40,RWD,C,521,157,163,1397,,1905513,2205514,Rare,120000,,"{""speed"":4.6,""handling"":4.3,""acceleration"":4.6,""launch"":3.4,""braking"":2.9,""offroad"":6}"
renault-5-turbo-forza-edition-1980,1980,Renault,5 Turbo Forza Edition,1980 Renault 5 Turbo Forza Edition,2138,40,RWD,B,675,157,163,1397,,,220,FE,316000,Sills,"{""speed"":5.5,""handling"":8,""acceleration"":6.3,""launch"":8.4,""braking"":7.5,""offroad"":""""}"
renault-4l-export-1968,1968,Renault,4L Export,1968 Renault 4L Export,1310,58,FWD,D,100,27,41,750,,1358013,1358013,Legendary,20000,,"{""speed"":2.2,""handling"":3.5,""acceleration"":1.5,""launch"":2.3,""braking"":2,""offroad"":5.8}"
renault-8-gordini-1967,1967,Renault,8 Gordini,1967 Renault 8 Gordini,1885,40,FWD,D,435,103,86,1255,,1358015,1358015,Common,65000,,"{""speed"":4,""handling"":4.4,""acceleration"":3.5,""launch"":2.8,""braking"":2.9,""offroad"":5.9}"
rimac-nevera-2021,2021,Rimac,Nevera,2021 Rimac Nevera,4740,48,AWD,S2,968,1893,1739,0,,2753520,3153520,Legendary,3000000,,"{""speed"":9,""handling"":6.9,""acceleration"":9.2,""launch"":10,""braking"":8.6,""offroad"":4.7}"
rimac-concept-two-2019,2019,Rimac,Concept Two,2019 Rimac Concept Two,4299,48,AWD,S2,963,1887,1695,0,,2753520,3153520,Legendary,2000000,,"{""speed"":9.1,""handling"":7.5,""acceleration"":9.9,""launch"":10,""braking"":9.3,""offroad"":3.8}"
rivian-r1s-2022,2022,Rivian,R1S,2022 Rivian R1S,6892,52,AWD,A,726,835,908,0,,2755022,2755022,Rare,250000,,"{""speed"":4.2,""handling"":3,""acceleration"":6.9,""launch"":7.5,""braking"":4.2,""offroad"":6.7}"
rivian-r1t-2022,2022,Rivian,R1T,2022 Rivian R1T,6936,52,AWD,A,718,835,908,0,,2756520,2756520,Epic,250000,,"{""speed"":4.4,""handling"":2.9,""acceleration"":6.6,""launch"":7.2,""braking"":4.1,""offroad"":8.3}"
rj-anderson-37-polaris-rzr-pro-4-truck-2021,2021,RJ Anderson,#37 Polaris RZR Pro 4 Truck,2021 RJ Anderson #37 Polaris RZR Pro 4 Truck,4329,48,AWD,A,776,846,642,7142,,3257017,3257017,Epic,500000,,"{""speed"":5.4,""handling"":2.9,""acceleration"":8.1,""launch"":8.5,""braking"":5.3,""offroad"":9}"
rj-anderson-37-polaris-rzr-rockstar-energy-pro-2-truck-2016,2016,RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck,2016 RJ Anderson #37 Polaris RZR-Rockstar Energy Pro 2 Truck,3750,48,RWD,A,776,850,640,7210,,3057517,3057517,Epic,500000,,"{""speed"":5.6,""handling"":3.3,""acceleration"":4.6,""launch"":4.5,""braking"":4.8,""offroad"":9.4}"
robby-gordon-7-speed-energy-drink-stadium-super-truck-2013,2013,Robby Gordon,#7 Speed Energy Drink Stadium Super Truck,2013 Robby Gordon #7 Speed Energy Drink Stadium Super Truck,3000,50,RWD,S1,852,600,516,5486,,,,,,,"{""speed"":4.4,""handling"":7.5,""acceleration"":8.5,""launch"":8.1,""braking"":9.4,""offroad"":""""}"
rolls-royce-dawn-2016,2016,Rolls-Royce,Dawn,2016 Rolls-Royce Dawn,5644,51,RWD,C,468,563,575,6593,,,285,,,,"{""speed"":6.7,""handling"":4.2,""acceleration"":7.5,""launch"":7.9,""braking"":4.4,""offroad"":""""}"
rolls-royce-wraith-2014,2014,Rolls-Royce,Wraith,2014 Rolls-Royce Wraith,5380,51,RWD,B,529,624,590,6592,,,285,,,,"{""speed"":8.2,""handling"":4.3,""acceleration"":7.8,""launch"":7.9,""braking"":4.4,""offroad"":""""}"
rossion-q1-2010,2010,Rossion,Q1,2010 Rossion Q1,2675,41,RWD,S1,840,450,390,2984,,2254018,2753518,Epic,250000,,"{""speed"":7.2,""handling"":7.9,""acceleration"":6,""launch"":6.3,""braking"":8.7,""offroad"":3.9}"
rover-sd1-vitesse-1984,1984,Rover,SD1 Vitesse,1984 Rover SD1 Vitesse,3197,53,RWD,D,498,191,220,3528,,,205,Rare,250000,,"{""speed"":5.8,""handling"":5.1,""acceleration"":5,""launch"":5.9,""braking"":4.7,""offroad"":""""}"
ruf-rgt-8-2011,2011,RUF,RGT-8,2011 RUF RGT-8,2976,,RWD,S,636,542,368,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ruf-rt-12-r-2011,2011,RUF,Rt 12 R,2011 RUF Rt 12 R,3254,,AWD,R3,757,720,693,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
ruf-rt-12-s-2011,2011,RUF,Rt 12 S,2011 RUF Rt 12 S,3395,40,RWD,S1,887,676,648,3746,,,,,,,"{""speed"":8.3,""handling"":7.2,""acceleration"":9.1,""launch"":9.1,""braking"":8.8,""offroad"":""""}"
ruf-ctr2-1995,1995,RUF,CTR2,1995 RUF CTR2,3045,36,RWD,S1,840,520,505,3600,,,,,,,"{""speed"":8.3,""handling"":7.1,""acceleration"":8.7,""launch"":9.3,""braking"":8.6,""offroad"":""""}"
ruf-ctr-yellowbird-1987,1987,RUF,CTR Yellowbird,1987 RUF CTR Yellowbird,2662,37,RWD,S1,857,469,410,3366,,,,,,,"{""speed"":8,""handling"":6.8,""acceleration"":9.2,""launch"":9,""braking"":8.1,""offroad"":""""}"
saab-9-3-turbo-x-2008,2008,Saab,9-3 Turbo X,2008 Saab 9-3 Turbo X,3770,,AWD,C,366,280,295,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
saab-9-3-aero-2002,2002,Saab,9-3 Aero,2002 Saab 9-3 Aero,3285,,FWD,D,321,205,209,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
saab-9-3-viggen-2002,2002,Saab,9-3 Viggen,2002 Saab 9-3 Viggen,,,FWD,D1,,,,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
saab-99-turbo-1978,1978,Saab,99 Turbo,1978 Saab 99 Turbo,2668,,FWD,F,192,143,173,,,,,,,,"{""speed"":"""",""handling"":"""",""acceleration"":"""",""launch"":"""",""braking"":"""",""offroad"":""""}"
saleen-sportruck-xr-black-label-2020,2020,Saleen,Sportruck XR Black Label,2020 Saleen Sportruck XR Black Label,5720,57,AWD,B,666,700,600,5031,,3157517,3157517,Epic,150000,,"{""speed"":5.9,""handling"":3.5,""acceleration"":6.2,""launch"":5.7,""braking"":4.3,""offroad"":9.3}"
saleen-s1-2018,2018,Saleen,S1,2018 Saleen S1,2685,42,RWD,S1,821,450,442,2502,,2553020,3352520,Epic,200000,,"{""speed"":6.5,""handling"":7.2,""acceleration"":7.2,""launch"":5.9,""braking"":6.3,""offroad"":4.7}"
