S,Year Makes: 134 Models: 902,Nickname,Ordinal,Year,Makes: 134,Models: 902,Special Access,DLC Pack,Special Reward/Gift,Direct Access,Car Value,Rarity,FE Boost,Car Type,Spec,Class,PI,S,H,A,L,B,O,HP,T,Wt,Wt / HP,%,Displ cc,Aspiration,Engine,Cylinders,Eng,Drive,F Tire,R Tire,Track Width,Aero or kit Options,Engine Conversions (hp),Aspiration Options,Naturally Aspirated,Region,Country,Model Family,Open Top,Doors,Steering,Wheels,No lights,Car Themes,0-60 Sec,0-100 Sec,1/4 Mile,Top Speed,60-0 Feet,100-0 Ft,60 mph g's,100mph g's,60-100 sec,MM VIN,FH5 Debut,Forza Debut,Latest game,New to Forza,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,FM3,FM2,FM1,# Titles,Xbox gen,
FALSE,2000 Saleen S281,,,2000,Saleen,S281,,,,,,,,Sports,Factory,B,447,,,,,,,365,400,3064,8.39,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,4.990,,,162.6,,,,,,11185,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,2007 Saturn Sky Red Line,,,2007,Saturn,Sky Red Line,,,,,,,,Roadster,Factory,C,409,,,,,,,260,260,2990,11.50,,,,,4,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,5.500,,,149.8,,,,,,11389,,22-Sep-07,FM4,FM2,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2006 Saturn ION Red Line,,,2006,Saturn,ION Red Line,,,,,,,,Sports,Factory,C,392,,,,,,,205,200,2933,14.31,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.000,,,155.2,,,,,,11358,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,1993 Schuppan 962CR,Schuppan 962CR,3288,1993,Schuppan,962CR,DLC Autoshow,FH5 Hot Wheels,HW mission,,"2,500,000",Common,,Retro Supercars,Factory,S1,869,8.2,8.6,4.9,2.8,7.2,4.5,600,479,2315,3.86,45,3294,TT,Flat,6,M,RWD,255/35R18,345/35R18,Both,Forza,691,none,no,Europe,U.K.,,,2,R,4,,,3.483,6.782,,222.6,105.1,248.1,1.26,1.56,3.299,13321,19-Jul-22,19-Jul-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2013 Scion FR-S,,,2013,Scion,FR-S,,,,,,,,Sports,Factory,C,394,,,,,,,200,151,2737,13.69,,,,,4,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.200,,,159.6,,,,,,11933,,07-Aug-12,FH1,FM4,,,,,,,,FH1,DLC,,,,2,360,0
FALSE,2012 Scion tC,Scion tC '12,,2012,Scion,tC,,,,,,,,Compact Sport Coupe (ex. Multiplayer),Factory,,,5.3,4.1,6.3,,3.9,,180,173,3060,17.00,61,,NA,Inline,4,F,FWD,,,,,,,stock,N. America,U.S.,,,2,L,4,,,6.900,19.200,,141.9,108.6,297.9,1.03,0.93,12.300,11884,,03-Apr-12,FM6,FM4,,,,,FM6,,FM5,,DLC,,,,3,XBO,0
FALSE,2009 Scion xD,,,2009,Scion,xD,,,,,,,,Economy,Factory,E,223,,,,,,,128,125,2624,20.50,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,5,L,4,,,7.900,,,125.6,,,,,,11573,,27-Oct-09,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2005 Scion tC,,,2005,Scion,tC,,,,,,,,Sports,Factory,E,271,,,,,,,160,163,2905,18.16,,,,,4,F,FWD,,,,,,,,N. America,U.S.,,,2,L,4,,,7.400,,,136.4,,,,,,11359,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2010 SEAT Leon CUPRA R,,,2010,SEAT,Leon CUPRA R,,,,,,,,Hatch,Factory,B,439,,,,,,,265,258,3031,11.44,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.100,,,160.8,,,,,,11625,,09-Apr-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2009 SEAT Ibiza CUPRA,,,2009,SEAT,Ibiza CUPRA,,,,,,,,Hatch,Factory,D,342,,,,,,,177,184,2577,14.56,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,3,L,4,,,7.200,,,138.8,,,,,,11574,,27-Oct-09,FM4,FM3,,,,,,,,,FM4,FM3,,,2,360,0
FALSE,2007 SEAT Cupra GT Prototype,,,2007,SEAT,Cupra GT Prototype,,,,,,,,,Factory,S,975,,,,,,,,,,#DIV/0!,,,,,,M,RWD,,,,,,,,Europe,Spain,,,2,L,4,,,,,,,,,,,.000,11187,,03-May-05,FM2,FM1,,,,,,,,,,,FM2,FM1,2,360,0
FALSE,2007 SEAT Leon CUPRA,,,2007,SEAT,Leon CUPRA,,,,,,,,Hatch,Factory,C,421,,,,,,,238,221,2941,12.36,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.400,,,154.8,,,,,,11390,,22-Sep-07,FM4,FM2,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2007 SEAT Leon Supercup,,,2007,SEAT,Leon Supercup,,,,,,,,Hatch,Race,A,536,,,,,,,295,249,2425,8.22,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,4.700,,,135.2,,,,,,11391,,22-Sep-07,FM4,FM2,,,,,,,,,FM4,FM3,DLC,,3,360,0
FALSE,2003 SEAT Leon Cupra R,,,2003,SEAT,Leon Cupra R,,,,,,,,Hatch,Factory,C,401,,,,,,,225,206,3012,13.39,,,,,4,F,FWD,,,,,,,,Europe,Spain,,,5,L,4,,,6.900,,,151.5,,,,,,11360,,29-May-07,FM4,FM2,,,,,,,,,FM4,FM3,FM2,,3,360,0
FALSE,2012 Shelby 1000,Shelby 1000,,2012,Shelby,1000,Exclusive,,,,"250,000",Epic,,Modern Muscle,Factory,A,782,8.7,6.0,6.2,7.8,6.3,,920,750,3799,4.13,56,5409,PDS,V,8,F,RWD,,305,Both,Hood,1000,none,eng,N. America,U.S.,,,2,L,4,,,3.200,6.912,,208.8,157.6,372.1,0.90,0.89,3.712,11992,,06-Nov-12,FH4,FH1,,cu,,,,,,DLC,,,,,2,XBO,0
FALSE,1999 Shelby Series 1,,,1999,Shelby,Series 1,,,,,,,,Roadster,Factory,A,501,,,,,,,320,290,2650,8.28,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,Yes,2,L,4,,,4.400,,,164.4,,,,,,11190,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1969 Shelby GT500 428CJ,,,1969,Shelby,GT500 428CJ,,201109 Muscle,,,,,,Sports,Factory,D,324,,,,,,,335,440,3850,11.49,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.000,,,153.6,,,,,,11727,,13-Oct-11,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,1968 Shelby GT-500KR,,,1968,Shelby,GT-500KR,,,,,,,,Sports,Factory,D,320,,,,,,,349,440,3569,10.23,,,,,8,F,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,6.200,,,122.8,,,,,,11189,,03-May-05,FM4,FM1,,,,,,,,,FM4,FM3,FM2,FM1,4,360,0
FALSE,1967 Shelby GT 500,Shelby GT500 '67,3696,1967,Shelby,GT 500,DLC Autoshow,FH5 Acceleration,Free w/DLC,,"250,000",Epic,,Classic Muscle,Factory,C,577,5.5,3.8,3.8,2.9,2.9,5.5,355,420,3794,10.69,56,7000,NA,V,8,F,RWD,210/70R15,210/70R15,Both,Street,"415, 475d, 640, 485, 1500","TT, PDS, CS",stock,N. America,U.S.,,,2,L,4,,,6.185,14.267,,153.1,165.5,403.2,0.82,0.82,8.082,,26-Mar-24,26-Mar-24,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,1965 Shelby Cobra 427 S/C,Shelby Cobra 427,306,1965,Shelby,Cobra 427 S/C,"Autoshow, WS",,,,"2,100,000",Legendary,,Rare Classics,Factory,B,694,5.9,4.1,4.5,4.6,3.2,4.5,425,500,2350,5.53,52,6984,NA,V,8,F,RWD,210/60R17,210/60R17,Both,Forza,"415, 640, 800",PDS,stock,N. America,U.S.,,Yes,2,L,4,,"HR, OT, ?WFRC, SS",4.287,8.785,12.200,159.6,155.1,384.8,0.88,0.87,4.498,11188,05-Nov-21,03-May-05,FH5,FM1,FH5,FH4,FM7,FH3,FM6,FH2,DLC,DLC,FM4,FM3,FM2,FM1,12,XBO,1
FALSE,1965 Shelby Cobra Daytona Coupe,Shelby Daytona,1155,1965,Shelby,Cobra Daytona Coupe,"Autoshow, WS",,Accolade,,"30,000,000",Legendary,,Classic Racers,Race,B,637,6.7,3.9,3.7,2.9,2.8,4.7,390,341,2300,5.90,53,4727,NA,V,8,F,RWD,205/60R15,265/60R15,Both,Forza,"415, 640",PDS,stock,N. America,U.S.,,,2,L,4,,"CS, HR",3.986,8.782,11.200,184.0,155.7,385.7,0.86,0.85,4.796,11575,05-Nov-21,27-Oct-09,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,FM4,DLC,,,10,XBO,1
FALSE,1963 Shelby Monaco King Cobra,Shelby Monaco KC,,1963,Shelby,Monaco King Cobra,DLC store,,,,"550,000",Epic,,Classic Racers,Race,S1,837,7.4,7.2,7.1,8.7,6.5,,400,332,1300,3.25,45,4727,NA,V,8,M,RWD,,285,Both,Forza,"640, 662, 700V, 750",none,stock,N. America,U.S.,,Yes,2,R,4,,,3.000,6.513,10.500,184.9,134.3,334.7,1.01,1.05,3.513,13076,,15-Jan-19,FH4,FM7,,DLC,DLC,,,,,,,,,,2,XBO,0
FALSE,2021 SIERRA Cars 700R,SIERRA 700R,3665,2021,SIERRA Cars,700R,"Backstage, Seasonal",Series 18 cu,,,"250,000",Rare,,UTV's,Race,A,737,4.3,5.1,6.4,7.1,5.9,7.7,50,43,805,16.10,49,686,NA,Inline,2,M,RWD,205/65R15,205/65R15,no,rear only,196,T,stock,N. America,U.S.,,,2,C,4,,,7.233,999.999,,78.4,105.2,na,1.21,1.35,992.766,13338,16-Mar-23,16-Mar-23,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2021 SIERRA Cars RX3,SIERRA RX3,3540,2021,SIERRA Cars,RX3,Autoshow,,Accolade,,"45,000",Rare,,UTV's,Race,A,737,4.3,5.1,6.4,7.1,5.9,7.7,194,114,925,4.77,45,1340,NA,Inline,4,M,RWD,205/65R15,205/65R15,no,Forza,none,T,stock,N. America,U.S.,,,2,C,4,,,2.800,7.500,,120.7,107.6,252.9,1.18,1.30,4.700,13255,05-Nov-21,05-Nov-21,FH5,FH5,FH5,,,,,,,,,,,,1,XBO,1
FALSE,2020 SIERRA Cars #23 Yokohama ALPHA,#23 SIERRA ALPHA,3539,2020,SIERRA Cars,#23 Yokohama ALPHA,DLC Autoshow,FH5 Hot Wheels,HW mission,,"70,000",Epic,,Extreme Track Toys,Race,S2,986,6.2,9.2,7.7,4.2,10.0,4.4,600,287,1150,1.92,43,1340,T,Inline,4,M,RWD,180/50R13,240/45R13,no,Adjustable,none,none,no,N. America,U.S.,,,1,C,4,,,1.905,3.817,,172.3,72.7,151.2,1.78,2.68,1.912,13322,19-Jul-22,19-Jul-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2010 Smart fortwo,,,2010,Smart,fortwo,,,,,,,,City,Factory,F,101,,,,,,,70,68,1825,26.07,,,,,3,R,RWD,,,,,,,,Europe,Germany,,,3,L,4,,,13.300,,,101.2,,,,,,11894,,01-May-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 Spada Codatronca TS,,,2010,Spada,Codatronca TS,,,,,,,,Sports,Factory,S,654,,,,,,,621,531,2998,4.83,,,,,8,F,RWD,,,,,,,,Europe,Italy,,,2,L,4,,,3.400,,,214.3,,,,,,11635,,10-May-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2016 Spania GTA GTA Spano,GTA Spano,2475,2016,Spania GTA,GTA Spano,Seasonal,Series 29 cu,,,"800,000",Epic,,Modern Supercars,Factory,S2,915,9.0,7.8,6.9,7.5,9.4,4.8,912,899,3197,3.51,42,7990,TT,V,10,M,RWD,255/35R19,335/30R20,no,Forza,none,none,no,Europe,Spain,,,2,L,4,,OR,2.886,5.200,10.033,247.4,90.9,208.3,1.19,1.41,2.314,12630,25-Jan-24,04-Oct-16,FH5,FH3,cu,FH4,FM7,DLC,,,,,,,,,4,XBO,1
FALSE,2016 Spania GTA GTA Spano Duracell Edition,,,2016,Spania GTA,GTA Spano Duracell Edition,,,,,,,,Modern Super Cars,Livery,S2,927,8.8,8.1,9.4,9.0,9.8,,912,999,3197,3.51,42,7990,TT,V,10,M,RWD,,,,,,,,Europe,Spain,,,2,L,4,,,,,,,,,,,.000,12672,,07-Mar-17,FH3,FH3,,,,DLC,,,,,,,,,1,XBO,0
FALSE,2012 Spyker Aileron,,,2012,Spyker,Aileron,,,,,,,,Super,Factory,A,541,,,,,,,400,354,3142,7.86,,,,,8,M,RWD,,,,,,,,Europe,Netherlands,,,2,L,4,,,4.385,,,188.6,,,,,,11923,,03-Jul-12,FM4,FM4,,,,,,,,,DLC,,,,1,360,0
FALSE,2010 Spyker C8 Laviolette LM85,,,2010,Spyker,C8 Laviolette LM85,,,,,,,,Super,Factory,A,552,,,,,,,400,354,2811,7.03,,,,,8,M,RWD,,,,,,,,Europe,Netherlands,,,2,L,4,,,4.400,,,190.0,,,,,,11638,,11-May-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2013 SRT #91 SRT Motorsport GTS-R,#91 Dodge Viper,,2013,SRT,#91 SRT Motorsport GTS-R,,,,,,,,Forza GT,Race,R,825,6.7,7.2,8.8,,7.0,,475,520,2745,5.78,49,,NA,V,10,F,RWD,,310,,,none,none,stock,N. America,U.S.,Viper,,2,L,4,,,3.300,7.050,11.367,178.8,111.3,259.7,1.46,1.71,3.750,11943,,04-Sep-12,FM7,FM4,,,FM7,,FM6,,FM5,,DLC,,,,4,XBO,0
FALSE,2013 SRT Team Forza Viper GTS,Viper GTS TF,,2013,SRT,Team Forza Viper GTS,DLC promo,,,,,,,Sport GT,Upgraded,,,7.5,6.0,9.0,,5.9,,700,655,3296,4.71,49,,NA,V,10,F,RWD,,,,,,,stock,N. America,U.S.,Viper,,2,L,4,,,3.600,7.650,,202.7,112.3,278.7,1.30,1.34,4.050,12177,,30-Sep-14,FM6,FH2,,,,,DLC,DLC,,,,,,,2,XBO,0
FALSE,2010 SSC Ultimate Aero,,,2010,SSC,Ultimate Aero,,,,,,,,Super,Factory,R2,846,,,,,,,1287,1112,2750,2.14,,,,,8,M,RWD,,,,,,,,N. America,U.S.,,,2,L,4,,,2.780,,,265.7,,,,,,11636,,10-May-10,FH1,FM3,,,,,,,,FH1,FM4,DLC,,,3,360,0
FALSE,2022 SUBARU BRZ,SUBARU BRZ '22,3735,2022,SUBARU,BRZ,Seasonal,Series 28 cu,,,"250,000",Epic,,Modern Sports Cars,Factory,B,673,5.4,5.5,5.1,4.7,4.2,5.4,228,184,2835,12.43,53,2387,NA,Flat,4,F,RWD,215/40R18,215/40R18,Both,Sport,"321, 278, 415, 330, 493(34K), 805, 562","T, CS",stock,Asia,Japan,,,2,L,4,,,5.400,13.600,,146.9,141.6,343.4,0.96,1.01,8.200,13417,21-Dec-23,05-Oct-23,FH5,FM,cu,,,,,,,,,,,,1,XBO,1
FALSE,2022 SUBARU WRX,SUBARU WRX '22,3819,2022,SUBARU,WRX,Seasonal,Series 38 cu,,,"250,000",Epic,,Modern Rally,Factory,B,663,5.9,5.2,5.6,6.0,3.8,6.0,271,258,3297,12.17,60,2387,NA,Flat,4,F,RWD,235/45R17,235/45R17,Both,Aftermarket,"415, 330, 493(34K)",none,stock,Asia,Japan,,,4,L,4,,,5.500,13.800,,163.6,135.3,347.7,0.93,0.96,8.300,,19-Sep-24,19-Sep-24,FH5,FH5,cu,,,,,,,,,,,,1,XBO,1
FALSE,2019 SUBARU STI S209,Subaru STI S209,3412,2019,SUBARU,STI S209,DLC Autoshow,FH5 Car Pass,Free w/DLC,,"70,000",Common,,Modern Rally,Factory,B,689,6.0,5.9,5.8,3.1,4.4,5.4,341,330,3485,10.22,59,2457,T,Flat,4,F,AWD,265/35R19,265/35R19,Both,"Rally lights, WB","415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,4,L,4,,,4.400,11.200,,164.9,123.7,314.4,0.94,0.96,6.800,13259,18-Nov-21,18-Nov-21,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2019 SUBARU STI S209 Forza Edition,,,2019,SUBARU,STI S209 Forza Edition,,,,,,,,,Race,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Japan,,,,,,,,,,,,,,,,.000,13418,,05-Oct-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,2018 SUBARU #1 Adrian Flux SUBARU Racing Levorg,,,2018,SUBARU,#1 Adrian Flux SUBARU Racing Levorg,,,,,,,,,Race,,,,,,,,,,,,,,,,,,,,,,,,,,,Asia,Japan,,,2,,4,,,,,,,,,,,.000,13416,,05-Oct-23,FM,FM,,,,,,,,,,,,,0,XBO,0
FALSE,2018 SUBARU WRX STI ARX Supercar,Subaru ST ARX,3241,2018,SUBARU,WRX STI ARX Supercar,DLC Autoshow,FH5 Hot Wheels,HW mission,,"500,000",Common,,Rally Monsters,Race,S1,849,5.4,6.0,7.8,2.2,6.0,7.9,600,479,2820,4.70,51,1994,T,Flat,4,F,AWD,240/45R17,240/45R17,Both,Adjustable,"415, 330, 493(34k)",none,eng,Asia,Japan,,,4,L,4,,,1.912,5.000,,150.5,92.8,230.7,1.18,1.32,3.088,13323,19-Jul-22,19-Jul-22,FH5,FH5,DLC,,,,,,,,,,,,1,XBO,1
FALSE,2016 Subaru #199 WRX STI VT15R Rally Car,#199 Subaru WRX,,2016,Subaru,#199 WRX STI VT15R Rally Car,,,,,"300,000",Legendary,,Rally Monsters,Race,A,762,5.9,7.7,8.8,10.0,8.0,,330,480,2900,8.79,60,1994,T,Flat,4,F,AWD,,215,no,Rally lights,"330, 415, 493",none,no,Asia,Japan,Impreza,,4,L,4,,,3.473,10.465,12.017,136.1,139.6,326.6,1.05,1.19,6.992,12648,,13-Dec-16,FH4,FH3,,FH4,FM7,DLC,,,,,,,,,3,XBO,0
FALSE,"2016 Subaru #199 WRX STI VT15R Rally Car ""Welcome Pack""",#199 WRX WP,,2016,Subaru,"#199 WRX STI VT15R Rally Car ""Welcome Pack""",DLC store,,,,"300,000",Legendary,,Rally Monsters,Upgraded,A,800,6.1,7.3,9.2,10.0,7.7,,366,328,2900,7.92,56,1994,T,Flat,4,F,AWD,,215,no,Rally lights,"415, 493",none,no,Asia,Japan,,,4,L,4,,,3.515,10.500,,150.0,136.3,327.0,1.03,1.11,6.985,13151,,28-Jul-20,FH4,FH4,,DLC,,,,,,,,,,,1,XBO,0
FALSE,2016 Subaru #75 WRX STI VT15R Rally Car,#75 Subaru WRX,,2016,Subaru,#75 WRX STI VT15R Rally Car,,,,,,,,Forza Group Rally,Livery,A,668,6.1,5.6,7.9,9.7,5.4,,330,480,2900,8.79,60,1994,T,Flat,4,F,AWD,,215,,,none,,no,Asia,Japan,Impreza,,4,L,4,,EvI,3.500,9.000,12.017,161.8,128.5,309.1,1.21,1.27,5.500,12657,,12-Jan-17,FM7,FH3,,,FM7,cu,,,,,,,,,2,XBO,0
FALSE,2016 Subaru WRX STI F&F Edition,Subaru WRX FF,,2016,Subaru,WRX STI F&F Edition,,,,,,,,Fast & Furious,Tuner,A,699,7.3,5.1,8.5,,5.0,,475,450,3420,7.20,56,,T,Flat,4,F,AWD,,265,,,"355, 415",none,eng,Asia,Japan,Impreza,,4,L,4,,,3.777,9.078,10.933,200.7,130.9,316.5,1.15,1.15,5.301,12831,,29-Sep-17,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2015 Subaru Team Forza WRX STI,,,2015,Subaru,Team Forza WRX STI,DLC promo,,,,,,,BOTH Rally Day Heroes and Ultimate SpoCom,Livery,,,5.8,4.8,7.2,,4.8,,310,295,3386,10.92,59,,T,Flat,4,F,AWD,,,,,,,no,Asia,Japan,,,4,L,4,,,4.800,12.600,,167.0,124.1,309.7,1.10,1.10,7.800,12307,,10-Sep-15,FM6,FM6,,,,,DLC,,,,,,,,1,XBO,0
FALSE,2015 SUBARU WRX STI,Subaru WRX '15,2168,2015,SUBARU,WRX STI,"Autoshow, WS",,,,"42,000",Common,,Modern Rally,Factory,B,675,6.0,5.7,5.5,3.1,3.9,5.6,305,290,3386,11.10,59,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,Both,Rally lights,"415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,4,L,4,,"AWW, ?WW",4.817,12.618,12.800,165.5,130.9,335.1,0.93,0.94,7.801,12208,05-Nov-21,03-Mar-15,FH5,FH2,FH5,FH4,FM7,FH3,FM6,DLC,,,,,,,6,XBO,1
FALSE,2013 SUBARU BRZ,Subaru BRZ,1655,2013,SUBARU,BRZ,"Autoshow, WS",,,,"32,000",Common,,Modern Sports Cars,Factory,C,581,5.7,5.1,4.2,3.6,3.1,4.8,200,151,2764,13.82,55,1998,NA,Flat,4,F,RWD,215/45R17,215/45R17,Both,Preset WB Drift,"321, 278, 415, 330, 493(34k), 805","T, CS",stock,Asia,Japan,,,2,L,4,,DD,6.300,16.400,14.633,153.5,151.5,375.5,0.91,0.90,10.100,12003,05-Nov-21,05-Feb-13,FH5,FH1,FH5,FH4,FM7,FH3,FM6,FH2,FM5,DLC,,,,,8,XBO,1
FALSE,2013 Subaru BRZ F&F Edition,Subaru BRZ FF,,2013,Subaru,BRZ F&F Edition,,,,,,,,Fast & Furious,Tuner,A,682,7.2,5.6,8.5,,5.3,,400,406,2625,6.56,55,,T,Flat,4,F,RWD,,295,,,"415, 562",none,eng,Asia,Japan,,,2,L,4,,,4.200,9.220,11.850,191.3,123.8,311.4,1.24,1.24,5.020,12832,,29-Sep-17,FM7,FM7,,,DLC,,,,,,,,,,1,XBO,0
FALSE,2013 Subaru BRZ Forza Edition,Suburu BRZ FE,,2013,Subaru,BRZ Forza Edition,,,,,,,,Sport Compact,Upgraded,B,519,6.0,5.4,7.0,,5.3,,242,180,2497,10.32,55,,NA,Flat,4,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,,6.321,16.422,,156.3,126.9,314.2,1.20,1.21,10.101,12833,,29-Sep-17,FM7,FM7,,,FE,,,,,,,,,,1,XBO,0
FALSE,2013 Subaru BRZ Horizon Edition,,,2013,Subaru,BRZ Horizon Edition,,,,,,,,Asian Sports Cars,Upgraded,A,713,5.8,7.1,6.5,7.0,7.3,,197,151,2764,14.03,55,1998,NA,Flat,4,F,RWD,,,,,,,stock,Asia,Japan,,,2,L,4,,TC,,,,,,,,,.000,12617,,23-Sep-16,FH3,FH3,,,,HE,,,,,,,,,1,XBO,0
FALSE,2011 SUBARU WRX STI ,Subaru WRX '11,2515,2011,SUBARU,WRX STI ,"Autoshow, WS",,,,"33,000",Rare,,Modern Rally,Factory,B,668,6.0,5.7,5.1,2.8,3.9,5.9,305,290,3384,11.10,58,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,Both,Rally lights,"415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,4,L,4,,"AWW, ?WW",5.500,14.200,13.800,165.5,131.3,337.8,0.93,0.94,8.700,11728,05-Nov-21,13-Oct-11,FH5,FM4,FH5,FH4,FM7,FH3,FM6,FH2,FM5,FH1,DLC,,,,9,XBO,1
FALSE,2010 Subaru Legacy B4 2.5 GT,,,2010,Subaru,Legacy B4 2.5 GT,,,,,,,,Sedan,Factory,B,462,,,,,,,282,258,3263,11.57,,,,,4,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,5.600,,,171.5,,,,,,11648,,08-Jun-10,FM4,FM3,,,,,,,,,FM4,DLC,,,2,360,0
FALSE,2008 SUBARU Impreza WRX STI,Subaru WRX '08,1060,2008,SUBARU,Impreza WRX STI,"Autoshow, WS",,,,"31,000",Rare,,Modern Rally,Factory,B,649,5.7,5.4,5.4,3.8,3.7,5.6,305,335,3395,11.13,58,2457,T,Flat,4,F,AWD,245/40R18,245/40R18,no,Rally lights,"415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,4,L,4,,"AWW, ?WW",5.000,12.600,13.500,157.1,132.8,337.3,0.92,0.93,7.600,11576,05-Nov-21,27-Oct-09,FH5,FM3,FH5,FH4,FM7,FH3,FM6,FH2,DLC,,FM4,FM3,,,9,XBO,1
FALSE,2006 Subaru Impreza S204,,,2006,Subaru,Impreza S204,DLC promo,,,,,,,Sedan,Factory,A,508,,,,,,,317,319,3197,10.09,,,,,4,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,4.415,,,164.5,,,,,,11361,,29-May-07,FM4,FM2,,,,,,,,,Uni,Uni,LCE,,3,360,0
FALSE,2005 SUBARU Impreza WRX STi,Subaru WRX '05,365,2005,SUBARU,Impreza WRX STi,"Autoshow, WS",,,,"51,000",Common,,Modern Rally,Factory,B,669,6.2,5.3,6.3,3.2,3.6,5.7,311,311,3515,11.30,58,1994,T,Flat,4,F,AWD,235/45R17,235/45R17,Both,Preset / Rally,"415, 330, 493(34k)",none,eng,Asia,Japan,Impreza,,4,R,4,,"IMC, AWW, ?WW",4.500,12.100,13.000,168.5,138.0,348.6,0.91,0.92,7.600,11362,05-Nov-21,29-May-07,FH5,FM2,FH5,FH4,FM7,FH3,FM6,FH2,FM5,DLC,FM4,FM3,FM2,,11,XBO,1
FALSE,2005 Subaru Legacy B4 2.0 GT,Subaru Legacy,,2005,Subaru,Legacy B4 2.0 GT,,,,,,,,Sport Compact Icons,Factory,C,461,6.3,4.4,7.0,,4.2,,276,253,3153,11.42,57,1994,T,Flat,4,F,AWD,,,,,,,eng,Asia,Japan,,,4,R,4,,,5.042,13.941,13.665,168.1,136.8,332.6,1.05,1.01,8.899,11363,,29-May-07,FM7,FM2,,,FM7,,,,,,FM4,FM3,FM2,,4,XBO,0
FALSE,2005 Subaru Legacy Traffic,,,2005,Subaru,Legacy Traffic,Horizon Promo,,,,,,,,Traffic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12619,,23-Sep-16,FH5,FH3,HP,,,HP,,,,,,,,,2,XBO,0
FALSE,2004 SUBARU Impreza WRX STi,Subaru WRX '04,364,2004,SUBARU,Impreza WRX STi,"Autoshow, WS",,,,"28,000",Common,,Modern Rally,Factory,B,652,5.9,5.3,6.0,3.6,3.6,5.6,278,290,3270,11.76,58,1994,T,Flat,4,F,AWD,225/45R17,225/45R17,Both,"Aftermarket, Rally lights","278, 330, 415",none,eng,Asia,Japan,Impreza,,4,R,4,,"AWW, ?WW",4.919,12.600,13.300,161.6,135.2,347.5,0.91,0.92,7.681,11194,05-Nov-21,03-May-05,FH5,FM1,FH5,FH4,FM7,FH3,FM6,,FM5,,FM4,FM3,FM2,FM1,10,XBO,1
FALSE,2004 Subaru Impreza WRX STi Spec-C,,,2004,Subaru,Impreza WRX STi Spec-C,,,,,,,,,Factory,A4,,,,,,,,,,,#DIV/0!,,,,,,F,AWD,,,,,,,,Asia,Japan,,,4,R,4,,,,,,,,,,,.000,11195,,03-May-05,FM1,FM1,,,,,,,,,,,,FM1,1,360,0
