"","Year Make Model","Nickname","Ordinal","Votes","Topic","Tags","Link","Year","Make","Model","Special Access","DLC Pack","Car Type","Spec","Class","PI","Aspiration","Engine","Cylinders","Eng","Drive","Region","Country","Model Family","Open Top","Doors","Steering","Wheels","FH5 Debut","Forza Debut","New to Forza","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","FM3","FM2","FM1","# Titles",""
"FALSE","","","","","","","","2011","Holden","#8 Team BOC Commodore VE","","","V8 Supercars","Livery","R3","709","","","8","F","RWD","Europe","Australia","","","4","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Holden","#88 TeamVodafone Commodore VE","","","V8 Supercars","Livery","R3","709","","","8","F","RWD","Europe","Australia","","","4","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Hyundai","ix20","","","City","Factory","F","114","","","4","F","FWD","Asia","Korea","","","5","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2010","Hyundai","Forza Motorsport Genesis Coupe","","","SGT500","Race","R2","859","","","8","F","RWD","Asia","Korea","","","","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","BMW Z8 JB","","","","","","1999","James Bond Edition","BMW Z8 ","DLC store","","Retro Sports Cars","Factory","A","720","NA","V","6","F","RWD","Europe","U.K.","","Yes","2","L","4","","14-Oct-11","FM4","","DLC","FM7","","FM6","","DLC","","FM4","","","","5",""
"FALSE","","","","","","","","2011","Kia","cee'd","","","Modern FWD Hatch","Factory","D","270","NA","Inline","4","F","FWD","Asia","Korea","","","5","R","4","","14-Oct-11","FM4","","","","","","","FM5","","FM4","","","","2",""
"FALSE","","","","","","","","2011","Lexus","CT200h","","","Sedan","Factory","F","195","","","4","F","FWD","N. America","U.S.","","","5","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2010","Lexus","#1 Petronas Tom's SC430","","","SGT500","Livery","R2","857","","","8","F","RWD","N. America","U.S.","","","2","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2010","Mazda","#16 Dyson Racing B09/86","","","Forza P2","Race","R1","958","","","4","M","RWD","Asia","Japan","","","2","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","Mercury Cougar","","","","","","1970","Mercury","Cougar Eliminator","Exclusive","","Classic Muscle","Factory","C","458","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","14-Oct-11","FM4","","cu","FM7","","FM6","","FM5","","FM4","","","","5",""
"FALSE","","","","","","","","2011","Nissan","Leaf","","","Hatch","Factory","F","125","","","","F","FWD","Asia","Japan","","","5","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Nissan","Micra","","","City","Factory","F","121","","","3","F","FWD","Asia","Japan","","","5","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","Oldsmobile 442","","","","","","1969","Oldsmobile","Hurst/Olds 442","","","Classic Muscle","Factory","C","520","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","14-Oct-11","FM4","","FH4","FM7","FH3","FM6","FH2","FM5","","FM4","","","","7",""
"FALSE","","","","","","","","2011","Peugeot","107","","","City","Factory","F","102","","","3","F","FWD","Europe","France","","","3","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","#10 Peugeot 908","","","","","","2011","Peugeot","#10 Matmut-Oreca 908","","","Forza P1","Race","P","998","TT","V","12","M","RWD","Europe","France","","","2","R","4","","14-Oct-11","FM4","","","FM7","","FM6","","","","FM4","","","","3",""
"FALSE","","Peugeot 308 GTI","","","","","","2011","Peugeot","308 GTI","","","Modern Hot Hatch","Factory","D","303","T","Inline","4","F","FWD","Europe","France","","","5","L","4","","14-Oct-11","FM4","","","FM7","","FM6","","FM5","","FM4","","","","4",""
"FALSE","","Pontiac Solstice","","","","","","2009","Pontiac","Solstice GXP","","","Sport Coupe","Factory","C","429","T","Inline","4","F","RWD","N. America","U.S.","","","2","L","4","","14-Oct-11","FM4","","","FM7","","FM6","","DLC","","FM4","","","","4",""
"FALSE","","","","","","","","2006","Pontiac","GTO","","","Sports","Factory","B","440","","","8","F","RWD","N. America","U.S.","","","2","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","Pontiac T/A '69","","","","","","1969","Pontiac","Firebird Trans Am","","","Historic Road Racing","Factory","D","350","NA","V","8","F","RWD","N. America","U.S.","Firebird","","2","L","4","","14-Oct-11","FM4","","","FM7","","FM6","","FM5","","FM4","","","","4",""
"FALSE","","","","","","","","2011","RUF","Rt 12 S","","","Modern GT","Factory","S1","887","TT","Flat","6","R","RWD","Europe","Germany","","","2","L","4","","14-Oct-11","FM4","","","","","","FH2","FM5","","FM4","","","","3",""
"FALSE","","","","","","","","2011","Suzuki","SX4 Sportback","","","Hatch","Factory","E","209","","","4","F","FWD","Asia","Japan","","","5","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2002","Suzuki","Liana GLX","","","Economy","Factory","F","136","","","4","F","FWD","Asia","Japan","","","4","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Toyota","Aygo","","","City","Factory","F","100","","","3","F","FWD","Asia","Japan","","","5","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Toyota","Prius","","","Economy","Factory","F","197","","","4","F","FWD","Asia","Japan","","","","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Vauxhall","Agila","","","City","Factory","F","121","","","4","F","FWD","Europe","U.K.","","","5","R","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Volkswagen","Fox","","","City","Factory","F","101","","","4","F","FWD","Europe","Germany","","","3","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","","","","","","","2011","Volvo","S60 R-Design","","","Sedan","Factory","B","459","T","Inline","6","F","AWD","Europe","Sweden","","","4","L","4","","14-Oct-11","FM4","","","","","","","","","FM4","","","","1",""
"FALSE","","BMW M5 '12","","","","","","2012","BMW","M5","Autoshow, WS","","Super Saloons","Factory","A","766","TT","V","8","F","RWD","Europe","Germany","M5","","5","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","cu","","","","9",""
"FALSE","","Bugatti Veyron","","","","","","2011","Bugatti","Veyron Super Sport","Autoshow","","Hypercars","Factory","S2","913","TT","W","16","M","AWD","Europe","France","","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","FH3","FM6","FH2","DLC","FH1","DLC","","","","9",""
"FALSE","","Dodge Dart '68","","","","","","1968","Dodge","Dart HEMI Super Stock","Barn Find","","Classic Muscle","Factory","B","650","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","FH3","FM6","FH2","DLC","","DLC","","","","8",""
"FALSE","","Ford Mustang '65","","","","","","1965","Ford","Mustang GT Coupe","Autoshow, WS","","Classic Muscle","Factory","D","499","NA","V","8","F","RWD","N. America","U.S.","Mustang","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","","FM6","","DLC","","DLC","","","","6",""
"FALSE","","Lambo Gallardo","","","","","","2011","Lamborghini","Gallardo LP 570-4 Superleggera","Accolade","","Modern Supercars","Factory","S1","814","NA","V","10","M","AWD","Europe","Italy","Gallardo","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","FH3","FM6","DLC","FM5","FH1","DLC","","","","9",""
"FALSE","","Lexus SC300","","","","","","1997","Lexus","SC300","Autoshow, WS","","Retro Sports Cars","Factory","C","555","NA","Inline","6","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","","","FH3","FM6","","","","DLC","","","","4",""
"FALSE","","Pontiac GTO '65","","","","","","1965","Pontiac","GTO","Autoshow, WS","","Classic Muscle","Factory","D","484","NA","V","8","F","RWD","N. America","U.S.","GTO","","2","L","4","05-Nov-21","13-Oct-11","FM4","FH5","cu","FM7","DLC","","","","","DLC","","","","5",""
"FALSE","","Subaru WRX '11","","","","","","2011","SUBARU","WRX STI ","Autoshow, WS","","Modern Rally","Factory","B","668","T","Flat","4","F","AWD","Asia","Japan","Impreza","","4","L","4","05-Nov-21","13-Oct-11","FM4","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","DLC","","","","9",""
"FALSE","","Alfa Giulietta","","","","","","2011","Alfa Romeo","Giulietta Quadrifoglio Verde","","","Modern Hot Hatch","Factory","D","391","T","Inline","4","F","FWD","Europe","Italy","","","5","L","4","","13-Oct-11","FM4","","","FM7","","FM6","FH2","DLC","","DLC","","","","5",""
"FALSE","","","","","","","","2012","BMW","M5 F10 Design Challenge","DLC promo","FM4 BMW","Sedan","Livery","A","532","","","8","F","RWD","Europe","Germany","","","5","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","2010","BMW","M6 Coupe Design Challenge","DLC promo","FM4 BMW","Sports","Livery","A","509","","","10","F","RWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","2008","BMW","M3 Design Challenge","DLC promo","FM4 BMW","Sports","Livery","A","508","","","8","F","RWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","2008","BMW","Z4 M Coupe Design Challenge","DLC promo","FM4 BMW","Sports","Livery","B","492","","","6","F","RWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","1981","BMW","M1 Design Challenge","DLC promo","FM4 BMW","Sports","Livery","B","451","","","6","M","RWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","Dodge Coronet","","","","","","1967","Dodge","Coronet WO23","","","Nostalgic Drag Racers","Factory","D","391","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","13-Oct-11","FM4","","","FM7","","","","","","DLC","","","","2",""
"FALSE","","","","","","","","2011","Ferrari","458 Challenge","DLC store","","Super","Factory","R3","730","","","8","M","RWD","Europe","Italy","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","Ford Fairlane","","","","","","1964","Ford","Fairlane Thunderbolt","","","Nostalgic Drag Racers","Factory","C","432","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","13-Oct-11","FM4","","","FM7","","","","","","DLC","","","","2",""
"FALSE","","","","","","","","2011","Honda","CR-Z EX","","","Hatch","Factory","F","189","","","4","F","FWD","Asia","Japan","","","2","R","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","2011","MINI","John Cooper Works Clubman","","","Hatch","Factory","C","381","","","4","F","FWD","Europe","Germany","","","3","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","Plymouth GTX","","","","","","1971","Plymouth","GTX 426 Hemi","","","Classic Street Muscle","Factory","D","369","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","","13-Oct-11","FM4","","","FM7","","FM6","DLC","","","DLC","","","","4",""
"FALSE","","","","","","","","2011","RUF","RGT-8","","","Super","Factory","S","636","","","8","R","RWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","FH1","DLC","","","","2",""
"FALSE","","","","","","","","2011","RUF","Rt 12 R","","","Super","Factory","R3","757","","","6","R","AWD","Europe","Germany","","","2","L","4","","13-Oct-11","FM4","","","","","","","","DLC","DLC","","","","2",""
"FALSE","","","","","","","","1969","Shelby","GT500 428CJ","","201109 Muscle","Sports","Factory","D","324","","","8","F","RWD","N. America","U.S.","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","","","","","","","2011","Tesla","Roadster Sport","","","Roadster","Factory","A","505","","","","M","RWD","N. America","U.S.","","","2","L","4","","13-Oct-11","FM4","","","","","","","","","DLC","","","","1",""
"FALSE","","BMW 2002 Turbo","","","","","","1973","BMW","2002 Turbo","Barn Find","","Classic Sports Cars","Factory","C","531","T","Inline","4","F","RWD","Europe","Germany","","","1","L","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","Chevy El Camino","","","","","","1970","Chevrolet","El Camino Super Sport 454","Autoshow","","Vans & Utility","Factory","C","544","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","FH3","FM6","","FM5","","FM4","DLC","","","8",""
"FALSE","","Ferrari 250 Cali","","","","","","1957","Ferrari","250 California","Autoshow, WS","","Rare Classics","Factory","C","564","NA","V","12","F","RWD","Europe","Italy","","Yes","2","L","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","DLC","FH1","FM4","DLC","","","10",""
"FALSE","","Ford RS500","","","","","","1987","Ford","Sierra Cosworth RS500","Autoshow, WS","","Retro Saloons","Factory","B","604","T","Inline","4","F","RWD","N. America","U.S.","","","2","R","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","DLC","FH1","FM4","DLC","","","10",""
"FALSE","","M-B 190E","","","","","","1990","Mercedes-Benz","190E 2.5-16 Evolution II","Autoshow, WS","","Retro Saloons","Factory","C","579","NA","Inline","4","F","RWD","Europe","Germany","","","4","L","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","","FM4","DLC","","","9",""
"FALSE","","Volvo 242 Turbo","","","","","","1983","Volvo","242 Turbo Evolution","Autoshow, WS","","Classic Rally","Factory","C","548","T","Inline","4","F","RWD","Europe","Sweden","","","2","L","4","05-Nov-21","14-Dec-10","FM3","FH5","FH4","FM7","DLC","","","","","FM4","DLC","","","6",""
"FALSE","","","","","","","","1971","De Tomaso","Pantera","","","Sports","Factory","C","399","","","8","M","RWD","Europe","Italy","","","2","L","4","","14-Dec-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","1978","Saab","99 Turbo","","","Sports","Factory","F","192","","","6","F","FWD","Europe","Sweden","","","2","L","4","","14-Dec-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Jaguar D-Type","","","","","","1956","Jaguar","D-Type","Autoshow, WS","","Classic Racers","Race","B","630","NA","Inline","6","F","RWD","Europe","U.K.","","Yes","2","R","4","05-Nov-21","29-Oct-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","DLC","FH1","FM4","DLC","","","10",""
"FALSE","","Lexus LFA","","","","","","2010","Lexus","LFA","Autoshow, WS","","Modern Supercars","Factory","S1","810","NA","V","10","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","29-Oct-10","FM3","FH5","cu","","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","9",""
"FALSE","","M-B SLS AMG","","","","","","2011","Mercedes-Benz","SLS AMG","Autoshow, WS","","Super GT","Factory","S1","804","NA","V","8","F","RWD","Europe","Germany","AMG","","2","L","4","05-Nov-21","29-Oct-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","DLC","FM4","DLC","","","10",""
"FALSE","","Plymouth Cuda","","","","","","1971","Plymouth","Cuda 426 Hemi","Autoshow, WS","","Classic Muscle","Factory","C","547","NA","V","8","F","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","29-Oct-10","FM3","FH5","FH4","FM7","FH3","FM6","FH2","FM5","FH1","FM4","DLC","","","10",""
"FALSE","","","","","","","","2010","Audi","Forza Motorsport R8 5.2 FSI quattro","DLC promo","","Coupe","Upgraded","S","687","","","10","M","AWD","Europe","Germany","","","2","L","4","","29-Oct-10","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2010","Audi","Forza Ultimate R8 5.2 FSI quattro","","","","Livery","A","558","","","","M","AWD","Europe","Germany","","","2","L","4","","29-Oct-10","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2010","Audi","Forza Ultimate TT RS Coupe","","","","Livery","B","442","","","","F","AWD","Europe","Germany","","","2","L","4","","29-Oct-10","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2009","Audi","Forza Ultimate R15 TDI","","","","Livery","R1","983","","","","M","RWD","Europe","Germany","","Yes","2","L","4","","29-Oct-10","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","","","","","","","2010","Acura","TSX V6","","","Sedan","Factory","C","375","","V","6","F","FWD","N. America","U.S.","","","4","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Caddy CTS-V '11","","","","","","2011","Cadillac","CTS-V Coupe","","","Sport Luxury","Factory","B","567","PDS","V","8","F","RWD","N. America","U.S.","","","2","L","4","","03-Jul-10","FM3","","","FM7","FH3","FM6","","FM5","FH1","FM4","DLC","","","7",""
"FALSE","","","","","","","","2011","Citroen","DS3","","","Hatch","Factory","D","291","","","4","F","FWD","Europe","France","","","3","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","FIAT","Punto Evo SPORT","","","Hatch","Factory","E","243","","","4","F","FWD","Europe","Italy","","","3","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Kia","Forte Koup SX","","","Sports","Factory","D","284","","","4","F","FWD","Asia","Korea","","","2","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2011","Mazda","2","","","City","Factory","E","202","","","4","F","FWD","Asia","Japan","","","5","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Mercedes-Benz","C63 AMG","","","Sedan","Factory","A","507","","","8","F","RWD","Europe","Germany","","","4","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Mercedes-Benz","CL 65 AMG","","","Sports","Factory","A","522","","","12","F","RWD","Europe","Germany","","","2","L","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Mitsubishi","Colt Ralliart","","","Hatch","Factory","D","307","","","4","F","FWD","Asia","Japan","","","3","R","4","","03-Jul-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Bertone","Mantide","","","Super","Factory","S","645","","V","8","F","RWD","Europe","Italy","","","2","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","BMW","X6 M","","","SUV","Factory","A","506","","","8","F","AWD","Europe","Germany","","","5","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Ford","Fusion Sport","","","Sedan","Factory","C","372","","V","6","F","AWD","N. America","U.S.","","","4","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Cherokee '09","","","","","","2009","Jeep","Grand Cherokee SRT8","","","Modern SUV","Factory","C","418","NA","V","8","F","AWD","N. America","U.S.","","","5","L","4","","08-Jun-10","FM3","","","FM7","","","","FM5","","FM4","DLC","","","4",""
"FALSE","","","","","","","","2009","Lotus","Evora Type 124 Endurance Racecar","","","Super","Race","S","694","","V","6","M","RWD","Europe","U.K.","","","2","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Mazda 3","","","","","","2010","Mazda","Mazdaspeed 3","","","Modern Hot Hatch","Factory","D","383","T","Inline","4","F","FWD","Asia","Japan","","","5","L","4","","08-Jun-10","FM3","","","FM7","FH3","FM6","DLC","FM5","","FM4","DLC","","","7",""
"FALSE","","","","","","","","2010","Mercedes-Benz","SLK 55 AMG","","","Roadster","Factory","A","507","","","8","F","RWD","Europe","Germany","","","2","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Morgan Aero","","","","","","2010","Morgan","Aero SuperSports","","","Modern Sports Cars","Factory","A","766","NA","V","8","F","RWD","Europe","U.K.","","Yes","2","L","4","","08-Jun-10","FM3","","FH4","","","","","","","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Peugeot","RCZ","","","Sports","Factory","C","370","","","4","F","FWD","Europe","France","","","2","L","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Subaru","Legacy B4 2.5 GT","","","Sedan","Factory","B","462","","","4","F","AWD","Asia","Japan","","","4","R","4","","08-Jun-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Spyker","C8 Laviolette LM85","","","Super","Factory","A","552","","","8","M","RWD","Europe","Netherlands","","","2","L","4","","11-May-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Mosler MT900S","","","","","","2010","Mosler","MT900S","Autoshow, WS","","Extreme Track Toys","Factory","S2","919","NA","V","8","M","RWD","N. America","U.S.","","","2","L","4","05-Nov-21","10-May-10","FM3","FH5","cu","","","","","","","FM4","DLC","","","4",""
"FALSE","","","","","","","","2010","Devon","GTX GT3","","","Super","Factory","S","653","","","10","F","RWD","N. America","U.S.","","","2","L","4","","10-May-10","FM3","","","","","","","","DLC","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Gumpert","Apollo S","","","Super","Factory","R3","749","","V","8","M","RWD","Europe","Germany","","","2","L","4","","10-May-10","FM3","","","","","","","","FH1","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Joss","JT1","","","Super","Factory","R3","718","NA","V","8","M","RWD","","Australia","","","2","R","4","","10-May-10","FM3","","","","","","","","DLC","FM4","DLC","","","3",""
"FALSE","","Radical SR8","","","","","","2011","Radical","SR8 RX","","","Radical SR8 Spec","Factory","R","890","NA","V","8","M","RWD","Europe","U.K.","","Yes","1","L","4","","10-May-10","FM3","","","FM7","","FM6","","DLC","FH1","FM4","DLC","","","6",""
"FALSE","","","","","","","","2010","Spada","Codatronca TS","","","Sports","Factory","S","654","","","8","F","RWD","Europe","Italy","","","2","L","4","","10-May-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","SSC","Ultimate Aero","","","Super","Factory","R2","846","","","8","M","RWD","N. America","U.S.","","","2","L","4","","10-May-10","FM3","","","","","","","","FH1","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Wiesmann","GT MF5","","","Super","Factory","S","618","NA","V","10","F","RWD","Europe","Germany","","","2","L","4","","10-May-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","MINI","Coupe Concept","","","Coupe","Factory","D","309","","","4","F","FWD","Europe","England","","","2","L","4","","13-Apr-10","FM3","","","","","","","","","","DLC","","","1",""
"FALSE","","VW Golf '10","","","","","","2010","Volkswagen","Golf R","Autoshow, WS","","Super Hot Hatch","Factory","B","645","T","Inline","4","F","AWD","Europe","Germany","Golf","","3","L","4","05-Nov-21","09-Apr-10","FM3","FH5","FH4","FM7","","FM6","FH2","FM5","DLC","FM4","DLC","","","9",""
"FALSE","","","","","","","","2010","Bentley","Continental Supersports","","","Sports","Factory","A","567","","","12","F","AWD","Europe","U.K.","","","2","L","4","","09-Apr-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Ford","Taurus SHO","","","Sedan","Factory","B","447","","","6","F","AWD","N. America","U.S.","","","4","L","4","","09-Apr-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Holden W427","","","","","","2009","Holden","HSV w427","","","Sport Touring Icons","Factory","B","542","NA","V","8","F","RWD","Europe","Australia","","","4","R","4","","09-Apr-10","FM3","","","FM7","","","","","","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Mazda","MX-5 Superlight","","","Roadster","Factory","D","323","","","4","F","RWD","Asia","Japan","","Yes","2","L","4","","09-Apr-10","FM3","","","","","","","","Uni","FM4","DLC","","","3",""
"FALSE","","","","","","","","2010","Mercedes-Benz","E 63 AMG","","","Sedan","Factory","A","517","","","8","F","RWD","Europe","Germany","","","4","L","4","","09-Apr-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","SEAT","Leon CUPRA R","","","Hatch","Factory","B","439","","","4","F","FWD","Europe","Spain","","","5","L","4","","09-Apr-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Insignia VXR","","","","","","2010","Vauxhall","Insignia VXR","DLC store","","Super Saloons","Factory","B","676","T","V","6","F","AWD","Europe","U.K.","","","4","R","4","","09-Apr-10","FM3","","DLC","","","","","","","FM4","DLC","","","3",""
"FALSE","","Audi TT RS","","","","","","2010","Audi","TT RS Coupe","Autoshow, WS","","Modern Sports Cars","Factory","A","707","T","Inline","5","F","AWD","Europe","Germany","TT","","2","L","4","05-Nov-21","08-Mar-10","FM3","FH5","HTF","FM7","","FM6","FH2","FM5","FH1","FM4","DLC","","","9",""
"FALSE","","Bugatti EB110","","","","","","1992","Bugatti","EB110 Super Sport","Autoshow, WS","","Retro Supercars","Factory","S1","805","TT","V","12","M","AWD","Europe","France","","","2","L","4","05-Nov-21","08-Mar-10","FM3","FH5","FH4","FM7","FH3","FM6","DLC","","FH1","FM4","DLC","","","9",""
"FALSE","","","","","","","","2010","Aston Martin","Rapide","","","Sedan","Factory","A","517","NA","V","12","F","RWD","Europe","U.K.","","","4","L","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Aston Martin","V12 Vantage","","","Sports","Factory","A","561","NA","V","12","F","RWD","Europe","U.K.","","","2","R","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","BMW Z4 '11","","","","","","2011","BMW","Z4 sDrive35is","","","Modern Sports Cars","Factory","A","727","TT","Inline","6","F","RWD","Europe","Germany","","","2","L","4","","08-Mar-10","FM3","","FH4","FM7","FH3","FM6","FH2","FM5","","FM4","DLC","","","8",""
"FALSE","","","","","","","","2009","Ford","#40 Robertson Racing Ford GT Mk7","","","V8 Supercars","Race","R3","761","","","8","M","RWD","N. America","U.S.","","","2","L","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Honda","Mugen Civic Type-R 3D","","","Hatch","Tuner","B","446","","","4","F","FWD","Asia","Japan","","","3","R","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2010","Jaguar","#33 RSR XKR GT","","","GT2","Race","R3","752","","","8","F","RWD","Europe","U.K.","","","2","L","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","","","","","","","2008","Mazda","Furai","","","Super","Factory","R2","865","","Rotary","","M","RWD","Asia","Japan","","","2","R","4","","08-Mar-10","FM3","","","","","","","","","FM4","DLC","","","2",""
"FALSE","","Audi RS 6 '09","","","","","","2009","Audi","RS 6","Autoshow, WS","","Super Saloons","Factory","A","722","TT","V","10","F","AWD","Europe","Germany","","","4","L","4","05-Nov-21","12-Jan-10","FM3","FH5","FH4","FM7","","FM6","","","","FM4","DLC","","","6",""
